Year,MonthIndex,MonthName,Month,Date,Day
2018,133,Dec,12,31/12/2018,31
2019,133,Jan,1,01/01/2019,1
2019,133,Jan,1,02/01/2019,2
2019,133,Jan,1,03/01/2019,3
2019,133,Jan,1,04/01/2019,4
2019,133,Jan,1,05/01/2019,5
2019,133,Jan,1,06/01/2019,6
2019,133,Jan,1,07/01/2019,7
2019,133,Jan,1,08/01/2019,8
2019,133,Jan,1,09/01/2019,9
2019,133,Jan,1,10/01/2019,10
2019,133,Jan,1,11/01/2019,11
2019,133,Jan,1,12/01/2019,12
2019,133,Jan,1,13/01/2019,13
2019,133,Jan,1,14/01/2019,14
2019,133,Jan,1,15/01/2019,15
2019,133,Jan,1,16/01/2019,16
2019,133,Jan,1,17/01/2019,17
2019,133,Jan,1,18/01/2019,18
2019,133,Jan,1,19/01/2019,19
2019,133,Jan,1,20/01/2019,20
2019,133,Jan,1,21/01/2019,21
2019,133,Jan,1,22/01/2019,22
2019,133,Jan,1,23/01/2019,23
2019,133,Jan,1,24/01/2019,24
2019,133,Jan,1,25/01/2019,25
2019,133,Jan,1,26/01/2019,26
2019,133,Jan,1,27/01/2019,27
2019,133,Jan,1,28/01/2019,28
2019,133,Jan,1,29/01/2019,29
2019,133,Jan,1,30/01/2019,30
2019,133,Jan,1,31/01/2019,31
2019,133,Feb,2,01/02/2019,1
2019,133,Feb,2,02/02/2019,2
2019,133,Feb,2,03/02/2019,3
2019,133,Feb,2,04/02/2019,4
2019,133,Feb,2,05/02/2019,5
2019,133,Feb,2,06/02/2019,6
2019,133,Feb,2,07/02/2019,7
2019,133,Feb,2,08/02/2019,8
2019,133,Feb,2,09/02/2019,9
2019,133,Feb,2,10/02/2019,10
2019,133,Feb,2,11/02/2019,11
2019,133,Feb,2,12/02/2019,12
2019,133,Feb,2,13/02/2019,13
2019,133,Feb,2,14/02/2019,14
2019,133,Feb,2,15/02/2019,15
2019,133,Feb,2,16/02/2019,16
2019,133,Feb,2,17/02/2019,17
2019,133,Feb,2,18/02/2019,18
2019,133,Feb,2,19/02/2019,19
2019,133,Feb,2,20/02/2019,20
2019,133,Feb,2,21/02/2019,21
2019,133,Feb,2,22/02/2019,22
2019,133,Feb,2,23/02/2019,23
2019,133,Feb,2,24/02/2019,24
2019,133,Feb,2,25/02/2019,25
2019,133,Feb,2,26/02/2019,26
2019,133,Feb,2,27/02/2019,27
2019,133,Feb,2,28/02/2019,28
2019,133,Mar,3,01/03/2019,1
2019,133,Mar,3,02/03/2019,2
2019,133,Mar,3,03/03/2019,3
2019,133,Mar,3,04/03/2019,4
2019,133,Mar,3,05/03/2019,5
2019,133,Mar,3,06/03/2019,6
2019,133,Mar,3,07/03/2019,7
2019,133,Mar,3,08/03/2019,8
2019,133,Mar,3,09/03/2019,9
2019,133,Mar,3,10/03/2019,10
2019,133,Mar,3,11/03/2019,11
2019,133,Mar,3,12/03/2019,12
2019,133,Mar,3,13/03/2019,13
2019,133,Mar,3,14/03/2019,14
2019,133,Mar,3,15/03/2019,15
2019,133,Mar,3,16/03/2019,16
2019,133,Mar,3,17/03/2019,17
2019,133,Mar,3,18/03/2019,18
2019,133,Mar,3,19/03/2019,19
2019,133,Mar,3,20/03/2019,20
2019,133,Mar,3,21/03/2019,21
2019,133,Mar,3,22/03/2019,22
2019,133,Mar,3,23/03/2019,23
2019,133,Mar,3,24/03/2019,24
2019,133,Mar,3,25/03/2019,25
2019,133,Mar,3,26/03/2019,26
2019,133,Mar,3,27/03/2019,27
2019,133,Mar,3,28/03/2019,28
2019,133,Mar,3,29/03/2019,29
2019,133,Mar,3,30/03/2019,30
2019,133,Mar,3,31/03/2019,31
2019,133,Apr,4,01/04/2019,1
2019,133,Apr,4,02/04/2019,2
2019,133,Apr,4,03/04/2019,3
2019,133,Apr,4,04/04/2019,4
2019,133,Apr,4,05/04/2019,5
2019,133,Apr,4,06/04/2019,6
2019,133,Apr,4,07/04/2019,7
2019,133,Apr,4,08/04/2019,8
2019,133,Apr,4,09/04/2019,9
2019,133,Apr,4,10/04/2019,10
2019,133,Apr,4,11/04/2019,11
2019,133,Apr,4,12/04/2019,12
2019,133,Apr,4,13/04/2019,13
2019,133,Apr,4,14/04/2019,14
2019,133,Apr,4,15/04/2019,15
2019,133,Apr,4,16/04/2019,16
2019,133,Apr,4,17/04/2019,17
2019,133,Apr,4,18/04/2019,18
2019,133,Apr,4,19/04/2019,19
2019,133,Apr,4,20/04/2019,20
2019,133,Apr,4,21/04/2019,21
2019,133,Apr,4,22/04/2019,22
2019,133,Apr,4,23/04/2019,23
2019,133,Apr,4,24/04/2019,24
2019,133,Apr,4,25/04/2019,25
2019,133,Apr,4,26/04/2019,26
2019,133,Apr,4,27/04/2019,27
2019,133,Apr,4,28/04/2019,28
2019,133,Apr,4,29/04/2019,29
2019,133,Apr,4,30/04/2019,30
2019,133,May,5,01/05/2019,1
2019,133,May,5,02/05/2019,2
2019,133,May,5,03/05/2019,3
2019,133,May,5,04/05/2019,4
2019,133,May,5,05/05/2019,5
2019,133,May,5,06/05/2019,6
2019,133,May,5,07/05/2019,7
2019,133,May,5,08/05/2019,8
2019,133,May,5,09/05/2019,9
2019,133,May,5,10/05/2019,10
2019,133,May,5,11/05/2019,11
2019,133,May,5,12/05/2019,12
2019,133,May,5,13/05/2019,13
2019,133,May,5,14/05/2019,14
2019,133,May,5,15/05/2019,15
2019,133,May,5,16/05/2019,16
2019,133,May,5,17/05/2019,17
2019,133,May,5,18/05/2019,18
2019,133,May,5,19/05/2019,19
2019,133,May,5,20/05/2019,20
2019,133,May,5,21/05/2019,21
2019,133,May,5,22/05/2019,22
2019,133,May,5,23/05/2019,23
2019,133,May,5,24/05/2019,24
2019,133,May,5,25/05/2019,25
2019,133,May,5,26/05/2019,26
2019,133,May,5,27/05/2019,27
2019,133,May,5,28/05/2019,28
2019,133,May,5,29/05/2019,29
2019,133,May,5,30/05/2019,30
2019,133,May,5,31/05/2019,31
2019,133,Jun,6,01/06/2019,1
2019,133,Jun,6,02/06/2019,2
2019,133,Jun,6,03/06/2019,3
2019,133,Jun,6,04/06/2019,4
2019,133,Jun,6,05/06/2019,5
2019,133,Jun,6,06/06/2019,6
2019,133,Jun,6,07/06/2019,7
2019,133,Jun,6,08/06/2019,8
2019,133,Jun,6,09/06/2019,9
2019,133,Jun,6,10/06/2019,10
2019,133,Jun,6,11/06/2019,11
2019,133,Jun,6,12/06/2019,12
2019,133,Jun,6,13/06/2019,13
2019,133,Jun,6,14/06/2019,14
2019,133,Jun,6,15/06/2019,15
2019,133,Jun,6,16/06/2019,16
2019,133,Jun,6,17/06/2019,17
2019,133,Jun,6,18/06/2019,18
2019,133,Jun,6,19/06/2019,19
2019,133,Jun,6,20/06/2019,20
2019,133,Jun,6,21/06/2019,21
2019,133,Jun,6,22/06/2019,22
2019,133,Jun,6,23/06/2019,23
2019,133,Jun,6,24/06/2019,24
2019,133,Jun,6,25/06/2019,25
2019,133,Jun,6,26/06/2019,26
2019,133,Jun,6,27/06/2019,27
2019,133,Jun,6,28/06/2019,28
2019,133,Jun,6,29/06/2019,29
2019,133,Jun,6,30/06/2019,30
2019,133,Jul,7,01/07/2019,1
2019,133,Jul,7,02/07/2019,2
2019,133,Jul,7,03/07/2019,3
2019,133,Jul,7,04/07/2019,4
2019,133,Jul,7,05/07/2019,5
2019,133,Jul,7,06/07/2019,6
2019,133,Jul,7,07/07/2019,7
2019,133,Jul,7,08/07/2019,8
2019,133,Jul,7,09/07/2019,9
2019,133,Jul,7,10/07/2019,10
2019,133,Jul,7,11/07/2019,11
2019,133,Jul,7,12/07/2019,12
2019,133,Jul,7,13/07/2019,13
2019,133,Jul,7,14/07/2019,14
2019,133,Jul,7,15/07/2019,15
2019,133,Jul,7,16/07/2019,16
2019,133,Jul,7,17/07/2019,17
2019,133,Jul,7,18/07/2019,18
2019,133,Jul,7,19/07/2019,19
2019,133,Jul,7,20/07/2019,20
2019,133,Jul,7,21/07/2019,21
2019,133,Jul,7,22/07/2019,22
2019,133,Jul,7,23/07/2019,23
2019,133,Jul,7,24/07/2019,24
2019,133,Jul,7,25/07/2019,25
2019,133,Jul,7,26/07/2019,26
2019,133,Jul,7,27/07/2019,27
2019,133,Jul,7,28/07/2019,28
2019,133,Jul,7,29/07/2019,29
2019,133,Jul,7,30/07/2019,30
2019,133,Jul,7,31/07/2019,31
2019,133,Aug,8,01/08/2019,1
2019,133,Aug,8,02/08/2019,2
2019,133,Aug,8,03/08/2019,3
2019,133,Aug,8,04/08/2019,4
2019,133,Aug,8,05/08/2019,5
2019,133,Aug,8,06/08/2019,6
2019,133,Aug,8,07/08/2019,7
2019,133,Aug,8,08/08/2019,8
2019,133,Aug,8,09/08/2019,9
2019,133,Aug,8,10/08/2019,10
2019,133,Aug,8,11/08/2019,11
2019,133,Aug,8,12/08/2019,12
2019,133,Aug,8,13/08/2019,13
2019,133,Aug,8,14/08/2019,14
2019,133,Aug,8,15/08/2019,15
2019,133,Aug,8,16/08/2019,16
2019,133,Aug,8,17/08/2019,17
2019,133,Aug,8,18/08/2019,18
2019,133,Aug,8,19/08/2019,19
2019,133,Aug,8,20/08/2019,20
2019,133,Aug,8,21/08/2019,21
2019,133,Aug,8,22/08/2019,22
2019,133,Aug,8,23/08/2019,23
2019,133,Aug,8,24/08/2019,24
2019,133,Aug,8,25/08/2019,25
2019,133,Aug,8,26/08/2019,26
2019,133,Aug,8,27/08/2019,27
2019,133,Aug,8,28/08/2019,28
2019,133,Aug,8,29/08/2019,29
2019,133,Aug,8,30/08/2019,30
2019,133,Aug,8,31/08/2019,31
2019,133,Sep,9,01/09/2019,1
2019,133,Sep,9,02/09/2019,2
2019,133,Sep,9,03/09/2019,3
2019,133,Sep,9,04/09/2019,4
2019,133,Sep,9,05/09/2019,5
2019,133,Sep,9,06/09/2019,6
2019,133,Sep,9,07/09/2019,7
2019,133,Sep,9,08/09/2019,8
2019,133,Sep,9,09/09/2019,9
2019,133,Sep,9,10/09/2019,10
2019,133,Sep,9,11/09/2019,11
2019,133,Sep,9,12/09/2019,12
2019,133,Sep,9,13/09/2019,13
2019,133,Sep,9,14/09/2019,14
2019,133,Sep,9,15/09/2019,15
2019,133,Sep,9,16/09/2019,16
2019,133,Sep,9,17/09/2019,17
2019,133,Sep,9,18/09/2019,18
2019,133,Sep,9,19/09/2019,19
2019,133,Sep,9,20/09/2019,20
2019,133,Sep,9,21/09/2019,21
2019,133,Sep,9,22/09/2019,22
2019,133,Sep,9,23/09/2019,23
2019,133,Sep,9,24/09/2019,24
2019,133,Sep,9,25/09/2019,25
2019,133,Sep,9,26/09/2019,26
2019,133,Sep,9,27/09/2019,27
2019,133,Sep,9,28/09/2019,28
2019,133,Sep,9,29/09/2019,29
2019,133,Sep,9,30/09/2019,30
2019,133,Oct,10,01/10/2019,1
2019,133,Oct,10,02/10/2019,2
2019,133,Oct,10,03/10/2019,3
2019,133,Oct,10,04/10/2019,4
2019,133,Oct,10,05/10/2019,5
2019,133,Oct,10,06/10/2019,6
2019,133,Oct,10,07/10/2019,7
2019,133,Oct,10,08/10/2019,8
2019,133,Oct,10,09/10/2019,9
2019,133,Oct,10,10/10/2019,10
2019,133,Oct,10,11/10/2019,11
2019,133,Oct,10,12/10/2019,12
2019,133,Oct,10,13/10/2019,13
2019,133,Oct,10,14/10/2019,14
2019,133,Oct,10,15/10/2019,15
2019,133,Oct,10,16/10/2019,16
2019,133,Oct,10,17/10/2019,17
2019,133,Oct,10,18/10/2019,18
2019,133,Oct,10,19/10/2019,19
2019,133,Oct,10,20/10/2019,20
2019,133,Oct,10,21/10/2019,21
2019,133,Oct,10,22/10/2019,22
2019,133,Oct,10,23/10/2019,23
2019,133,Oct,10,24/10/2019,24
2019,133,Oct,10,25/10/2019,25
2019,133,Oct,10,26/10/2019,26
2019,133,Oct,10,27/10/2019,27
2019,133,Oct,10,28/10/2019,28
2019,133,Oct,10,29/10/2019,29
2019,133,Oct,10,30/10/2019,30
2019,133,Oct,10,31/10/2019,31
2019,133,Nov,11,01/11/2019,1
2019,133,Nov,11,02/11/2019,2
2019,133,Nov,11,03/11/2019,3
2019,133,Nov,11,04/11/2019,4
2019,133,Nov,11,05/11/2019,5
2019,133,Nov,11,06/11/2019,6
2019,133,Nov,11,07/11/2019,7
2019,133,Nov,11,08/11/2019,8
2019,133,Nov,11,09/11/2019,9
2019,133,Nov,11,10/11/2019,10
2019,133,Nov,11,11/11/2019,11
2019,133,Nov,11,12/11/2019,12
2019,133,Nov,11,13/11/2019,13
2019,133,Nov,11,14/11/2019,14
2019,133,Nov,11,15/11/2019,15
2019,133,Nov,11,16/11/2019,16
2019,133,Nov,11,17/11/2019,17
2019,133,Nov,11,18/11/2019,18
2019,133,Nov,11,19/11/2019,19
2019,133,Nov,11,20/11/2019,20
2019,133,Nov,11,21/11/2019,21
2019,133,Nov,11,22/11/2019,22
2019,133,Nov,11,23/11/2019,23
2019,133,Nov,11,24/11/2019,24
2019,133,Nov,11,25/11/2019,25
2019,133,Nov,11,26/11/2019,26
2019,133,Nov,11,27/11/2019,27
2019,133,Nov,11,28/11/2019,28
2019,133,Nov,11,29/11/2019,29
2019,133,Nov,11,30/11/2019,30
2019,133,Dec,12,01/12/2019,1
2019,133,Dec,12,02/12/2019,2
2019,133,Dec,12,03/12/2019,3
2019,133,Dec,12,04/12/2019,4
2019,133,Dec,12,05/12/2019,5
2019,133,Dec,12,06/12/2019,6
2019,133,Dec,12,07/12/2019,7
2019,133,Dec,12,08/12/2019,8
2019,133,Dec,12,09/12/2019,9
2019,133,Dec,12,10/12/2019,10
2019,133,Dec,12,11/12/2019,11
2019,133,Dec,12,12/12/2019,12
2019,133,Dec,12,13/12/2019,13
2019,133,Dec,12,14/12/2019,14
2019,133,Dec,12,15/12/2019,15
2019,133,Dec,12,16/12/2019,16
2019,133,Dec,12,17/12/2019,17
2019,133,Dec,12,18/12/2019,18
2019,133,Dec,12,19/12/2019,19
2019,133,Dec,12,20/12/2019,20
2019,133,Dec,12,21/12/2019,21
2019,133,Dec,12,22/12/2019,22
2019,133,Dec,12,23/12/2019,23
2019,133,Dec,12,24/12/2019,24
2019,133,Dec,12,25/12/2019,25
2019,133,Dec,12,26/12/2019,26
2019,133,Dec,12,27/12/2019,27
2019,133,Dec,12,28/12/2019,28
2019,133,Dec,12,29/12/2019,29
2019,133,Dec,12,30/12/2019,30
2019,133,Dec,12,31/12/2019,31