Row Labels,Category,Product,Segment
Abbas,Mix,Abbas MA-01,All Season
Abbas,Mix,Abbas MA-02,All Season
Abbas,Mix,Abbas MA-03,All Season
Abbas,Mix,Abbas MA-04,All Season
Abbas,Mix,Abbas MA-05,All Season
Abbas,Mix,Abbas MA-06,All Season
Abbas,Mix,Abbas MA-07,All Season
Abbas,Mix,Abbas MA-08,All Season
Abbas,Mix,Abbas MA-09,All Season
Abbas,Mix,Abbas MA-10,All Season
Abbas,Mix,Abbas MA-11,All Season
Abbas,Mix,Abbas MA-12,All Season
Abbas,Mix,Abbas MA-13,All Season
Abbas,Mix,Abbas MA-14,All Season
Abbas,Mix,Abbas MA-15,All Season
Abbas,Mix,Abbas MA-16,All Season
Abbas,Mix,Abbas MA-17,All Season
Abbas,Mix,Abbas MA-18,All Season
Abbas,Mix,Abbas MA-19,All Season
Abbas,Mix,Abbas MA-20,All Season
Abbas,Mix,Abbas MA-21,All Season
Abbas,Mix,Abbas MA-22,All Season
Abbas,Mix,Abbas MA-23,All Season
Abbas,Mix,Abbas MA-24,All Season
Abbas,Mix,Abbas MA-25,All Season
Abbas,Mix,Abbas MA-26,All Season
Abbas,Mix,Abbas MA-27,All Season
Abbas,Mix,Abbas MA-28,All Season
Abbas,Mix,Abbas MA-29,All Season
Abbas,Mix,Abbas MA-30,All Season
Abbas,Mix,Abbas MA-31,All Season
Abbas,Mix,Abbas MA-32,All Season
Abbas,Mix,Abbas MA-33,All Season
Abbas,Mix,Abbas MA-34,All Season
Abbas,Mix,Abbas MA-35,All Season
Abbas,Mix,Abbas MA-36,All Season
Abbas,Mix,Abbas MA-37,All Season
Abbas,Mix,Abbas MA-38,All Season
Abbas,Mix,Abbas MA-39,All Season
Abbas,Mix,Abbas MA-40,All Season
Abbas,Mix,Abbas MA-41,All Season
Abbas,Mix,Abbas MA-42,All Season
Abbas,Mix,Abbas MA-43,All Season
Abbas,Mix,Abbas MA-44,All Season
Abbas,Mix,Abbas MA-45,All Season
Abbas,Rural,Abbas RP-01,Productivity
Abbas,Rural,Abbas RP-02,Productivity
Abbas,Rural,Abbas RP-03,Productivity
Abbas,Rural,Abbas RP-04,Productivity
Abbas,Rural,Abbas RP-05,Productivity
Abbas,Rural,Abbas RP-06,Productivity
Abbas,Rural,Abbas RP-07,Productivity
Abbas,Rural,Abbas RP-08,Productivity
Abbas,Rural,Abbas RP-09,Productivity
Abbas,Rural,Abbas RP-10,Productivity
Abbas,Rural,Abbas RP-11,Productivity
Abbas,Rural,Abbas RP-12,Productivity
Abbas,Rural,Abbas RP-13,Productivity
Abbas,Rural,Abbas RP-14,Productivity
Abbas,Rural,Abbas RP-15,Productivity
Abbas,Rural,Abbas RP-16,Productivity
Abbas,Rural,Abbas RP-17,Productivity
Abbas,Rural,Abbas RP-18,Productivity
Abbas,Rural,Abbas RP-19,Productivity
Abbas,Rural,Abbas RP-20,Productivity
Abbas,Rural,Abbas RP-21,Productivity
Abbas,Rural,Abbas RP-22,Productivity
Abbas,Rural,Abbas RS-01,Select
Abbas,Rural,Abbas RS-02,Select
Abbas,Rural,Abbas RS-03,Select
Abbas,Rural,Abbas RS-04,Select
Abbas,Rural,Abbas RS-05,Select
Abbas,Rural,Abbas RS-06,Select
Abbas,Urban,Abbas UC-01,Convenience
Abbas,Urban,Abbas UC-02,Convenience
Abbas,Urban,Abbas UC-03,Convenience
Abbas,Urban,Abbas UC-04,Convenience
Abbas,Urban,Abbas UC-05,Convenience
Abbas,Urban,Abbas UC-06,Convenience
Abbas,Urban,Abbas UC-07,Convenience
Abbas,Urban,Abbas UC-08,Convenience
Abbas,Urban,Abbas UE-01,Extreme
Abbas,Urban,Abbas UE-02,Extreme
Abbas,Urban,Abbas UE-03,Extreme
Abbas,Urban,Abbas UE-04,Extreme
Abbas,Urban,Abbas UE-05,Extreme
Abbas,Urban,Abbas UE-06,Extreme
Abbas,Urban,Abbas UE-07,Extreme
Abbas,Urban,Abbas UE-08,Extreme
Abbas,Urban,Abbas UE-09,Extreme
Abbas,Urban,Abbas UE-10,Extreme
Abbas,Urban,Abbas UE-11,Extreme
Abbas,Urban,Abbas UE-12,Extreme
Abbas,Urban,Abbas UE-13,Extreme
Abbas,Urban,Abbas UE-14,Extreme
Abbas,Urban,Abbas UE-15,Extreme
Abbas,Urban,Abbas UE-16,Extreme
Abbas,Urban,Abbas UM-01,Moderation
Abbas,Urban,Abbas UM-02,Moderation
Abbas,Urban,Abbas UM-03,Moderation
Abbas,Urban,Abbas UM-04,Moderation
Abbas,Urban,Abbas UM-05,Moderation
Abbas,Urban,Abbas UM-06,Moderation
Abbas,Urban,Abbas UM-07,Moderation
Abbas,Urban,Abbas UM-08,Moderation
Abbas,Urban,Abbas UM-09,Moderation
Abbas,Urban,Abbas UM-10,Moderation
Abbas,Urban,Abbas UM-11,Moderation
Abbas,Urban,Abbas UM-12,Moderation
Abbas,Urban,Abbas UM-13,Moderation
Abbas,Urban,Abbas UM-14,Moderation
Abbas,Urban,Abbas UM-15,Moderation
Abbas,Urban,Abbas UM-16,Moderation
Abbas,Urban,Abbas UM-17,Moderation
Abbas,Urban,Abbas UM-18,Moderation
Abbas,Urban,Abbas UM-19,Moderation
Abbas,Urban,Abbas UM-20,Moderation
Abbas,Urban,Abbas UM-21,Moderation
Abbas,Urban,Abbas UM-22,Moderation
Abbas,Urban,Abbas UM-23,Moderation
Abbas,Urban,Abbas UM-24,Moderation
Abbas,Urban,Abbas UM-25,Moderation
Abbas,Urban,Abbas UM-26,Moderation
Abbas,Urban,Abbas UM-27,Moderation
Abbas,Urban,Abbas UM-28,Moderation
Abbas,Urban,Abbas UM-29,Moderation
Abbas,Urban,Abbas UM-30,Moderation
Abbas,Urban,Abbas UM-31,Moderation
Abbas,Urban,Abbas UM-32,Moderation
Abbas,Urban,Abbas UM-33,Moderation
Abbas,Urban,Abbas UM-34,Moderation
Abbas,Urban,Abbas UM-35,Moderation
Abbas,Urban,Abbas UM-36,Moderation
Abbas,Urban,Abbas UM-37,Moderation
Abbas,Urban,Abbas UM-38,Moderation
Abbas,Urban,Abbas UM-39,Moderation
Abbas,Urban,Abbas UM-40,Moderation
Abbas,Urban,Abbas UM-41,Moderation
Abbas,Urban,Abbas UM-42,Moderation
Abbas,Urban,Abbas UM-43,Moderation
Abbas,Urban,Abbas UM-44,Moderation
Abbas,Urban,Abbas UM-45,Moderation
Abbas,Urban,Abbas UM-46,Moderation
Abbas,Urban,Abbas UM-47,Moderation
Abbas,Urban,Abbas UM-48,Moderation
Abbas,Urban,Abbas UM-49,Moderation
Abbas,Urban,Abbas UM-50,Moderation
Abbas,Urban,Abbas UM-51,Moderation
Abbas,Urban,Abbas UM-52,Moderation
Abbas,Urban,Abbas UM-53,Moderation
Abbas,Urban,Abbas UM-54,Moderation
Abbas,Urban,Abbas UM-55,Moderation
Abbas,Urban,Abbas UM-56,Moderation
Abbas,Urban,Abbas UR-01,Regular
Abbas,Urban,Abbas UR-02,Regular
Abbas,Urban,Abbas UR-03,Regular
Abbas,Urban,Abbas UR-04,Regular
Abbas,Urban,Abbas UR-05,Regular
Abbas,Urban,Abbas UR-06,Regular
Abbas,Urban,Abbas UR-07,Regular
Abbas,Urban,Abbas UR-08,Regular
Abbas,Urban,Abbas UR-09,Regular
Abbas,Urban,Abbas UR-10,Regular
Abbas,Urban,Abbas UR-11,Regular
Abbas,Urban,Abbas UR-12,Regular
Abbas,Urban,Abbas UR-13,Regular
Abbas,Urban,Abbas UR-14,Regular
Abbas,Urban,Abbas UR-15,Regular
Abbas,Urban,Abbas UR-16,Regular
Abbas,Urban,Abbas UR-17,Regular
Abbas,Urban,Abbas UR-18,Regular
Abbas,Urban,Abbas UR-19,Regular
Abbas,Urban,Abbas UR-20,Regular
Abbas,Urban,Abbas UR-21,Regular
Abbas,Urban,Abbas UR-22,Regular
Abbas,Urban,Abbas UR-23,Regular
Abbas,Urban,Abbas UR-24,Regular
Abbas,Urban,Abbas UR-25,Regular
Abbas,Urban,Abbas UR-26,Regular
Abbas,Urban,Abbas UR-27,Regular
Abbas,Urban,Abbas UR-28,Regular
Abbas,Urban,Abbas UR-29,Regular
Abbas,Urban,Abbas UR-30,Regular
Abbas,Urban,Abbas UR-31,Regular
Abbas,Urban,Abbas UR-32,Regular
Abbas,Urban,Abbas UR-33,Regular
Abbas,Urban,Abbas UR-34,Regular
Abbas,Urban,Abbas UR-35,Regular
Abbas,Urban,Abbas UR-36,Regular
Abbas,Urban,Abbas UR-37,Regular
Abbas,Urban,Abbas UR-38,Regular
Abbas,Urban,Abbas UR-39,Regular
Abbas,Urban,Abbas UR-40,Regular
Abbas,Urban,Abbas UR-41,Regular
Abbas,Urban,Abbas UR-42,Regular
Abbas,Urban,Abbas UR-43,Regular
Abbas,Youth,Abbas YY-01,Youth
Abbas,Youth,Abbas YY-02,Youth
Aliqui,Mix,Aliqui MA-01,All Season
Aliqui,Mix,Aliqui MA-02,All Season
Aliqui,Mix,Aliqui MA-03,All Season
Aliqui,Mix,Aliqui MA-04,All Season
Aliqui,Mix,Aliqui MA-05,All Season
Aliqui,Mix,Aliqui MA-06,All Season
Aliqui,Mix,Aliqui MA-07,All Season
Aliqui,Mix,Aliqui MA-08,All Season
Aliqui,Mix,Aliqui MA-09,All Season
Aliqui,Mix,Aliqui MA-10,All Season
Aliqui,Mix,Aliqui MA-11,All Season
Aliqui,Mix,Aliqui MA-12,All Season
Aliqui,Mix,Aliqui MA-13,All Season
Aliqui,Mix,Aliqui MA-14,All Season
Aliqui,Mix,Aliqui MA-15,All Season
Aliqui,Mix,Aliqui MA-16,All Season
Aliqui,Mix,Aliqui MA-17,All Season
Aliqui,Rural,Aliqui RP-01,Productivity
Aliqui,Rural,Aliqui RP-02,Productivity
Aliqui,Rural,Aliqui RP-03,Productivity
Aliqui,Rural,Aliqui RP-04,Productivity
Aliqui,Rural,Aliqui RP-05,Productivity
Aliqui,Rural,Aliqui RP-06,Productivity
Aliqui,Rural,Aliqui RP-07,Productivity
Aliqui,Rural,Aliqui RP-08,Productivity
Aliqui,Rural,Aliqui RP-09,Productivity
Aliqui,Rural,Aliqui RP-10,Productivity
Aliqui,Rural,Aliqui RP-11,Productivity
Aliqui,Rural,Aliqui RP-12,Productivity
Aliqui,Rural,Aliqui RP-13,Productivity
Aliqui,Rural,Aliqui RP-14,Productivity
Aliqui,Rural,Aliqui RP-15,Productivity
Aliqui,Rural,Aliqui RP-16,Productivity
Aliqui,Rural,Aliqui RP-17,Productivity
Aliqui,Rural,Aliqui RP-18,Productivity
Aliqui,Rural,Aliqui RP-19,Productivity
Aliqui,Rural,Aliqui RP-20,Productivity
Aliqui,Rural,Aliqui RP-21,Productivity
Aliqui,Rural,Aliqui RP-22,Productivity
Aliqui,Rural,Aliqui RP-23,Productivity
Aliqui,Rural,Aliqui RP-24,Productivity
Aliqui,Rural,Aliqui RP-25,Productivity
Aliqui,Rural,Aliqui RP-26,Productivity
Aliqui,Rural,Aliqui RP-27,Productivity
Aliqui,Rural,Aliqui RP-28,Productivity
Aliqui,Rural,Aliqui RP-29,Productivity
Aliqui,Rural,Aliqui RP-30,Productivity
Aliqui,Rural,Aliqui RP-31,Productivity
Aliqui,Rural,Aliqui RP-32,Productivity
Aliqui,Rural,Aliqui RP-33,Productivity
Aliqui,Rural,Aliqui RP-34,Productivity
Aliqui,Rural,Aliqui RP-35,Productivity
Aliqui,Rural,Aliqui RP-36,Productivity
Aliqui,Rural,Aliqui RP-37,Productivity
Aliqui,Rural,Aliqui RP-38,Productivity
Aliqui,Rural,Aliqui RP-39,Productivity
Aliqui,Rural,Aliqui RP-40,Productivity
Aliqui,Rural,Aliqui RP-41,Productivity
Aliqui,Rural,Aliqui RP-42,Productivity
Aliqui,Rural,Aliqui RP-43,Productivity
Aliqui,Rural,Aliqui RP-44,Productivity
Aliqui,Rural,Aliqui RP-45,Productivity
Aliqui,Rural,Aliqui RP-46,Productivity
Aliqui,Rural,Aliqui RP-47,Productivity
Aliqui,Rural,Aliqui RP-48,Productivity
Aliqui,Rural,Aliqui RP-49,Productivity
Aliqui,Rural,Aliqui RP-50,Productivity
Aliqui,Rural,Aliqui RP-51,Productivity
Aliqui,Rural,Aliqui RP-52,Productivity
Aliqui,Rural,Aliqui RP-53,Productivity
Aliqui,Rural,Aliqui RP-54,Productivity
Aliqui,Rural,Aliqui RP-55,Productivity
Aliqui,Rural,Aliqui RP-56,Productivity
Aliqui,Rural,Aliqui RP-57,Productivity
Aliqui,Rural,Aliqui RP-58,Productivity
Aliqui,Rural,Aliqui RP-59,Productivity
Aliqui,Rural,Aliqui RP-60,Productivity
Aliqui,Rural,Aliqui RP-61,Productivity
Aliqui,Rural,Aliqui RP-62,Productivity
Aliqui,Rural,Aliqui RP-63,Productivity
Aliqui,Rural,Aliqui RP-64,Productivity
Aliqui,Rural,Aliqui RS-01,Select
Aliqui,Rural,Aliqui RS-02,Select
Aliqui,Rural,Aliqui RS-03,Select
Aliqui,Rural,Aliqui RS-04,Select
Aliqui,Rural,Aliqui RS-05,Select
Aliqui,Rural,Aliqui RS-06,Select
Aliqui,Rural,Aliqui RS-07,Select
Aliqui,Rural,Aliqui RS-08,Select
Aliqui,Rural,Aliqui RS-09,Select
Aliqui,Rural,Aliqui RS-10,Select
Aliqui,Rural,Aliqui RS-11,Select
Aliqui,Rural,Aliqui RS-12,Select
Aliqui,Rural,Aliqui RS-13,Select
Aliqui,Rural,Aliqui RS-14,Select
Aliqui,Rural,Aliqui RS-15,Select
Aliqui,Rural,Aliqui RS-16,Select
Aliqui,Rural,Aliqui RS-17,Select
Aliqui,Rural,Aliqui RS-18,Select
Aliqui,Urban,Aliqui UC-01,Convenience
Aliqui,Urban,Aliqui UC-02,Convenience
Aliqui,Urban,Aliqui UC-03,Convenience
Aliqui,Urban,Aliqui UC-04,Convenience
Aliqui,Urban,Aliqui UC-05,Convenience
Aliqui,Urban,Aliqui UC-06,Convenience
Aliqui,Urban,Aliqui UC-07,Convenience
Aliqui,Urban,Aliqui UC-08,Convenience
Aliqui,Urban,Aliqui UC-09,Convenience
Aliqui,Urban,Aliqui UC-10,Convenience
Aliqui,Urban,Aliqui UC-11,Convenience
Aliqui,Urban,Aliqui UC-12,Convenience
Aliqui,Urban,Aliqui UC-13,Convenience
Aliqui,Urban,Aliqui UC-14,Convenience
Aliqui,Urban,Aliqui UC-15,Convenience
Aliqui,Urban,Aliqui UC-16,Convenience
Aliqui,Urban,Aliqui UC-17,Convenience
Aliqui,Urban,Aliqui UC-18,Convenience
Aliqui,Urban,Aliqui UC-19,Convenience
Aliqui,Urban,Aliqui UC-20,Convenience
Aliqui,Urban,Aliqui UC-21,Convenience
Aliqui,Urban,Aliqui UC-22,Convenience
Aliqui,Urban,Aliqui UC-23,Convenience
Aliqui,Urban,Aliqui UC-24,Convenience
Aliqui,Urban,Aliqui UC-25,Convenience
Aliqui,Urban,Aliqui UC-26,Convenience
Aliqui,Urban,Aliqui UC-27,Convenience
Aliqui,Urban,Aliqui UC-28,Convenience
Aliqui,Urban,Aliqui UC-29,Convenience
Aliqui,Urban,Aliqui UC-30,Convenience
Aliqui,Urban,Aliqui UC-31,Convenience
Aliqui,Urban,Aliqui UC-32,Convenience
Aliqui,Urban,Aliqui UC-33,Convenience
Aliqui,Urban,Aliqui UC-34,Convenience
Aliqui,Urban,Aliqui UC-35,Convenience
Aliqui,Urban,Aliqui UC-36,Convenience
Aliqui,Urban,Aliqui UC-37,Convenience
Aliqui,Urban,Aliqui UC-38,Convenience
Aliqui,Urban,Aliqui UC-39,Convenience
Aliqui,Urban,Aliqui UE-01,Extreme
Aliqui,Urban,Aliqui UE-02,Extreme
Aliqui,Urban,Aliqui UE-03,Extreme
Aliqui,Urban,Aliqui UE-04,Extreme
Aliqui,Urban,Aliqui UE-05,Extreme
Aliqui,Urban,Aliqui UE-06,Extreme
Aliqui,Urban,Aliqui UE-07,Extreme
Aliqui,Urban,Aliqui UE-08,Extreme
Aliqui,Urban,Aliqui UE-09,Extreme
Aliqui,Urban,Aliqui UE-10,Extreme
Aliqui,Urban,Aliqui UE-11,Extreme
Aliqui,Urban,Aliqui UE-12,Extreme
Aliqui,Urban,Aliqui UE-13,Extreme
Aliqui,Urban,Aliqui UE-14,Extreme
Aliqui,Urban,Aliqui UE-15,Extreme
Aliqui,Urban,Aliqui UE-16,Extreme
Aliqui,Urban,Aliqui UE-17,Extreme
Aliqui,Urban,Aliqui UE-18,Extreme
Aliqui,Urban,Aliqui UE-19,Extreme
Aliqui,Urban,Aliqui UE-20,Extreme
Aliqui,Urban,Aliqui UE-21,Extreme
Aliqui,Urban,Aliqui UE-22,Extreme
Aliqui,Urban,Aliqui UE-23,Extreme
Aliqui,Urban,Aliqui UE-24,Extreme
Aliqui,Urban,Aliqui UE-25,Extreme
Aliqui,Urban,Aliqui UE-26,Extreme
Aliqui,Urban,Aliqui UM-01,Moderation
Aliqui,Urban,Aliqui UM-02,Moderation
Aliqui,Urban,Aliqui UM-03,Moderation
Aliqui,Urban,Aliqui UM-04,Moderation
Aliqui,Urban,Aliqui UM-05,Moderation
Aliqui,Urban,Aliqui UM-06,Moderation
Aliqui,Urban,Aliqui UM-07,Moderation
Aliqui,Urban,Aliqui UM-08,Moderation
Aliqui,Urban,Aliqui UM-09,Moderation
Aliqui,Urban,Aliqui UM-10,Moderation
Aliqui,Urban,Aliqui UM-11,Moderation
Aliqui,Urban,Aliqui UM-12,Moderation
Aliqui,Urban,Aliqui UR-01,Regular
Aliqui,Urban,Aliqui UR-02,Regular
Aliqui,Urban,Aliqui UR-03,Regular
Aliqui,Urban,Aliqui UR-04,Regular
Aliqui,Urban,Aliqui UR-05,Regular
Aliqui,Urban,Aliqui UR-06,Regular
Aliqui,Urban,Aliqui UR-07,Regular
Aliqui,Urban,Aliqui UR-08,Regular
Aliqui,Urban,Aliqui UR-09,Regular
Aliqui,Urban,Aliqui UR-10,Regular
Aliqui,Urban,Aliqui UR-11,Regular
Aliqui,Urban,Aliqui UR-12,Regular
Aliqui,Urban,Aliqui UR-13,Regular
Aliqui,Urban,Aliqui UR-14,Regular
Aliqui,Urban,Aliqui UR-15,Regular
Aliqui,Urban,Aliqui UR-16,Regular
Aliqui,Urban,Aliqui UR-17,Regular
Aliqui,Urban,Aliqui UR-18,Regular
Aliqui,Urban,Aliqui UR-19,Regular
Aliqui,Urban,Aliqui UR-20,Regular
Aliqui,Urban,Aliqui UR-21,Regular
Aliqui,Urban,Aliqui UR-22,Regular
Aliqui,Urban,Aliqui UR-23,Regular
Aliqui,Urban,Aliqui UR-24,Regular
Aliqui,Urban,Aliqui UR-25,Regular
Aliqui,Urban,Aliqui UR-26,Regular
Aliqui,Urban,Aliqui UR-27,Regular
Aliqui,Urban,Aliqui UR-28,Regular
Aliqui,Urban,Aliqui UR-29,Regular
Aliqui,Youth,Aliqui YY-01,Youth
Aliqui,Youth,Aliqui YY-02,Youth
Aliqui,Youth,Aliqui YY-03,Youth
Aliqui,Youth,Aliqui YY-04,Youth
Aliqui,Youth,Aliqui YY-05,Youth
Aliqui,Youth,Aliqui YY-06,Youth
Aliqui,Youth,Aliqui YY-07,Youth
Aliqui,Youth,Aliqui YY-08,Youth
Aliqui,Youth,Aliqui YY-09,Youth
Aliqui,Youth,Aliqui YY-10,Youth
Aliqui,Youth,Aliqui YY-11,Youth
Aliqui,Youth,Aliqui YY-12,Youth
Aliqui,Youth,Aliqui YY-13,Youth
Aliqui,Youth,Aliqui YY-14,Youth
Aliqui,Youth,Aliqui YY-15,Youth
Aliqui,Youth,Aliqui YY-16,Youth
Aliqui,Youth,Aliqui YY-17,Youth
Aliqui,Youth,Aliqui YY-18,Youth
Aliqui,Youth,Aliqui YY-19,Youth
Aliqui,Youth,Aliqui YY-20,Youth
Aliqui,Youth,Aliqui YY-21,Youth
Barba,Urban,Barba UM-01,Moderation
Barba,Urban,Barba UM-02,Moderation
Barba,Urban,Barba UM-03,Moderation
Barba,Urban,Barba UM-04,Moderation
Barba,Urban,Barba UM-05,Moderation
Barba,Urban,Barba UM-06,Moderation
Barba,Urban,Barba UM-07,Moderation
Barba,Urban,Barba UM-08,Moderation
Barba,Urban,Barba UM-09,Moderation
Barba,Urban,Barba UM-10,Moderation
Barba,Urban,Barba UM-11,Moderation
Barba,Urban,Barba UM-12,Moderation
Currus,Mix,Currus MA-01,All Season
Currus,Mix,Currus MA-02,All Season
Currus,Mix,Currus MA-03,All Season
Currus,Mix,Currus MA-04,All Season
Currus,Mix,Currus MA-05,All Season
Currus,Mix,Currus MA-06,All Season
Currus,Mix,Currus MA-07,All Season
Currus,Mix,Currus MA-08,All Season
Currus,Mix,Currus MA-09,All Season
Currus,Mix,Currus MA-10,All Season
Currus,Mix,Currus MA-11,All Season
Currus,Mix,Currus MA-12,All Season
Currus,Mix,Currus MA-13,All Season
Currus,Mix,Currus MA-14,All Season
Currus,Mix,Currus MA-15,All Season
Currus,Mix,Currus MA-16,All Season
Currus,Mix,Currus MA-17,All Season
Currus,Mix,Currus MA-18,All Season
Currus,Rural,Currus RP-01,Productivity
Currus,Rural,Currus RP-02,Productivity
Currus,Rural,Currus RP-03,Productivity
Currus,Rural,Currus RP-04,Productivity
Currus,Rural,Currus RP-05,Productivity
Currus,Rural,Currus RP-06,Productivity
Currus,Rural,Currus RP-07,Productivity
Currus,Rural,Currus RP-08,Productivity
Currus,Rural,Currus RP-09,Productivity
Currus,Rural,Currus RP-10,Productivity
Currus,Rural,Currus RP-11,Productivity
Currus,Rural,Currus RP-12,Productivity
Currus,Rural,Currus RP-13,Productivity
Currus,Rural,Currus RP-14,Productivity
Currus,Rural,Currus RP-15,Productivity
Currus,Rural,Currus RP-16,Productivity
Currus,Rural,Currus RP-17,Productivity
Currus,Rural,Currus RP-18,Productivity
Currus,Rural,Currus RP-19,Productivity
Currus,Rural,Currus RP-20,Productivity
Currus,Rural,Currus RP-21,Productivity
Currus,Rural,Currus RP-22,Productivity
Currus,Rural,Currus RP-23,Productivity
Currus,Rural,Currus RP-24,Productivity
Currus,Rural,Currus RP-25,Productivity
Currus,Rural,Currus RP-26,Productivity
Currus,Rural,Currus RP-27,Productivity
Currus,Rural,Currus RP-28,Productivity
Currus,Rural,Currus RP-29,Productivity
Currus,Rural,Currus RP-30,Productivity
Currus,Rural,Currus RP-31,Productivity
Currus,Rural,Currus RP-32,Productivity
Currus,Rural,Currus RP-33,Productivity
Currus,Rural,Currus RP-34,Productivity
Currus,Rural,Currus RP-35,Productivity
Currus,Rural,Currus RP-36,Productivity
Currus,Rural,Currus RP-37,Productivity
Currus,Rural,Currus RP-38,Productivity
Currus,Rural,Currus RP-39,Productivity
Currus,Rural,Currus RP-40,Productivity
Currus,Rural,Currus RP-41,Productivity
Currus,Rural,Currus RP-42,Productivity
Currus,Rural,Currus RP-43,Productivity
Currus,Rural,Currus RP-44,Productivity
Currus,Rural,Currus RP-45,Productivity
Currus,Rural,Currus RP-46,Productivity
Currus,Rural,Currus RP-47,Productivity
Currus,Rural,Currus RP-48,Productivity
Currus,Rural,Currus RP-49,Productivity
Currus,Rural,Currus RP-50,Productivity
Currus,Rural,Currus RP-51,Productivity
Currus,Rural,Currus RP-52,Productivity
Currus,Rural,Currus RP-53,Productivity
Currus,Rural,Currus RP-54,Productivity
Currus,Rural,Currus RP-55,Productivity
Currus,Rural,Currus RP-56,Productivity
Currus,Rural,Currus RS-01,Select
Currus,Rural,Currus RS-02,Select
Currus,Rural,Currus RS-03,Select
Currus,Rural,Currus RS-04,Select
Currus,Rural,Currus RS-05,Select
Currus,Rural,Currus RS-06,Select
Currus,Rural,Currus RS-07,Select
Currus,Rural,Currus RS-08,Select
Currus,Rural,Currus RS-09,Select
Currus,Rural,Currus RS-10,Select
Currus,Rural,Currus RS-11,Select
Currus,Rural,Currus RS-12,Select
Currus,Urban,Currus UC-01,Convenience
Currus,Urban,Currus UC-02,Convenience
Currus,Urban,Currus UC-03,Convenience
Currus,Urban,Currus UC-04,Convenience
Currus,Urban,Currus UC-05,Convenience
Currus,Urban,Currus UC-06,Convenience
Currus,Urban,Currus UC-07,Convenience
Currus,Urban,Currus UC-08,Convenience
Currus,Urban,Currus UC-09,Convenience
Currus,Urban,Currus UC-10,Convenience
Currus,Urban,Currus UC-11,Convenience
Currus,Urban,Currus UC-12,Convenience
Currus,Urban,Currus UC-13,Convenience
Currus,Urban,Currus UC-14,Convenience
Currus,Urban,Currus UC-15,Convenience
Currus,Urban,Currus UC-16,Convenience
Currus,Urban,Currus UC-17,Convenience
Currus,Urban,Currus UC-18,Convenience
Currus,Urban,Currus UC-19,Convenience
Currus,Urban,Currus UC-20,Convenience
